ID	TYPE	CONCEPT	DOCULECT	TOKENS	COGID	FORM	NOTE	ALIGNMENT
2151	2 xia	彼 (xia)	Zhou	ĭ e . ˥	1076		?	ĭ e . ˥
2152	2 xia	彼 (xia)	Baxter	j e . X	1076		?	j e . X
2153	2 xia	征 (xia)	Zhou	ĭ ɛ ŋ ˩	1077		?	ĭ ɛ ŋ ˩
2154	2 xia	征 (xia)	Baxter	. e ng .	1077		?	. e ng .
2155	2 xia	律 (xia)	Zhou	ĭu ĕ t .	1078		?	ĭu ĕ t .
2156	2 xia	律 (xia)	Baxter	w i t .	1078		?	w i t .
2157	2 xia	徑 (xia)	Zhou	i e ŋ ˩˥	1079		?	i e ŋ ˩˥
2158	2 xia	徑 (xia)	Baxter	. e ng H	1079		?	. e ng H
2159	2 xia	得 (xia)	Zhou	. ə k .	1080		?	. ə k .
2160	2 xia	得 (xia)	Baxter	. o k .	1080		?	. o k .
2161	2 xia	御 (xia)	Zhou	ĭ o . ˩˥	1081		?	ĭ o . ˩˥
2162	2 xia	御 (xia)	Baxter	j o . H	1081		?	j o . H
2163	2 xia	微 (xia)	Zhou	ĭw əi . ˥˩	1082		?	ĭw əi . ˥˩
2164	2 xia	微 (xia)	Baxter	j ɨj . .	1082		?	j ɨj . .
2165	2 xia	德 (xia)	Zhou	. ə k .	1083		?	. ə k .
2166	2 xia	德 (xia)	Baxter	. o k .	1083		?	. o k .
2167	2 xia	必 (xia)	Zhou	ĭ ĕ t .	1084		?	ĭ ĕ t .
2168	2 xia	必 (xia)	Baxter	j ? t .	1084		?	j ? t .
2169	2 xia	忍 (xia)	Zhou	ĭ ĕ n ˥	1085		?	ĭ ĕ n ˥
2170	2 xia	忍 (xia)	Baxter	. i n X	1085		?	. i n X
2171	2 xia	忖 (xia)	Zhou	u ə n ˥	1086		?	u ə n ˥
2172	2 xia	忖 (xia)	Baxter	w o n X	1086		?	w o n X
2173	2 xia	快 (xia)	Zhou	w æi . ˩˥	1087		?	w æi . ˩˥
2174	2 xia	快 (xia)	Baxter	w æj . H	1087		?	w æj . H
2175	2 xia	念 (xia)	Zhou	i e m ˩˥	1088		?	i e m ˩˥
2176	2 xia	念 (xia)	Baxter	. e m H	1088		?	. e m H
2177	2 xia	忽 (xia)	Zhou	u ə t .	1089		?	u ə t .
2178	2 xia	忽 (xia)	Baxter	w o t .	1089		?	w o t .
2179	2 xia	怨 (xia)	Zhou	ĭw ɐ n ˩˥	1090		?	ĭw ɐ n ˩˥
2180	2 xia	怨 (xia)	Baxter	jw o n H	1090		?	jw o n H
2181	2 xia	怪 (xia)	Zhou	w ɐi . ˩˥	1091		?	w ɐi . ˩˥
2182	2 xia	怪 (xia)	Baxter	w ɛj . H	1091		?	w ɛj . H
2183	2 xia	怯 (xia)	Zhou	ĭ ɐ p .	1092		?	ĭ ɐ p .
2184	2 xia	怯 (xia)	Baxter	j æ p .	1092		?	j æ p .
2185	2 xia	恕 (xia)	Zhou	ĭ o . ˩˥	1093		?	ĭ o . ˩˥
2186	2 xia	恕 (xia)	Baxter	. o . H	1093		?	. o . H
2187	2 xia	恢 (xia)	Zhou	u ɒi . ˩	1094		?	u ɒi . ˩
2188	2 xia	恢 (xia)	Baxter	w oj . .	1094		?	w oj . .
2189	2 xia	恱 (xia)	Zhou	ĭw ɛ t .	1095		?	ĭw ɛ t .
2190	2 xia	恱 (xia)	Baxter	w ?! t .	1095		?	w ?! t .
2191	2 xia	悉 (xia)	Zhou	ĭ ĕ t .	1096		?	ĭ ĕ t .
2192	2 xia	悉 (xia)	Baxter	j i t .	1096		?	j i t .
2193	2 xia	悚 (xia)	Zhou	ĭw o ŋ ˥	1097		?	ĭw o ŋ ˥
2194	2 xia	悚 (xia)	Baxter	j ow ng X	1097		?	j ow ng X
2195	2 xia	患 (xia)	Zhou	w a n ˩˥	1098		?	w a n ˩˥
2196	2 xia	患 (xia)	Baxter	w æ n H	1098		?	w æ n H
2197	2 xia	悲 (xia)	Zhou	. i . ˩	1099		?	. i . ˩
2198	2 xia	悲 (xia)	Baxter	. ij . .	1099		?	. ij . .
2199	2 xia	悶 (xia)	Zhou	u ə n ˩˥	1100		?	u ə n ˩˥
2200	2 xia	悶 (xia)	Baxter	w o n H	1100		?	w o n H
2201	2 xia	悸 (xia)	Zhou	w i . ˩˥	1101		?	w i . ˩˥
2202	2 xia	悸 (xia)	Baxter	jw ij . H	1101		?	jw ij . H
2203	2 xia	感 (xia)	Zhou	. ɒ m ˥	1102		?	. ɒ m ˥
2204	2 xia	感 (xia)	Baxter	. o m X	1102		?	. o m X
2205	2 xia	愧 (xia)	Zhou	w i . ˩˥	1103		?	w i . ˩˥
2206	2 xia	愧 (xia)	Baxter	w ij . H	1103		?	w ij . H
2207	2 xia	慣 (xia)	Zhou	w a n ˩˥	1104		?	w a n ˩˥
2208	2 xia	慣 (xia)	Baxter	w æ n H	1104		?	w æ n H
2209	2 xia	慶 (xia)	Zhou	ĭ ɐ ŋ ˩˥	1105		?	ĭ ɐ ŋ ˩˥
2210	2 xia	慶 (xia)	Baxter	j æ ng H	1105		?	j æ ng H
2211	2 xia	憬 (xia)	Zhou	ĭw ɐ ŋ ˥	1106		?	ĭw ɐ ŋ ˥
2212	2 xia	憬 (xia)	Baxter	jw æ ng X	1106		?	jw æ ng X
2213	2 xia	懈 (xia)	Zhou	. ai . ˩˥	1107		?	. ai . ˩˥
2214	2 xia	懈 (xia)	Baxter	. ɛ . H	1107		?	. ɛ . H
2215	2 xia	應 (xia)	Zhou	ĭ ə ŋ ˩˥	1108		?	ĭ ə ŋ ˩˥
2216	2 xia	應 (xia)	Baxter	. i ng H	1108		?	. i ng H
2217	2 xia	懷 (xia)	Zhou	w ɐi . ˥˩	1109		?	w ɐi . ˥˩
2218	2 xia	懷 (xia)	Baxter	w ɛj . .	1109		?	w ɛj . .
2219	2 xia	戀 (xia)	Zhou	ĭw ɛ n ˩˥	1110		?	ĭw ɛ n ˩˥
2220	2 xia	戀 (xia)	Baxter	jw e n H	1110		?	jw e n H
2221	2 xia	戈 (xia)	Zhou	u ɑ . ˩	1111		?	u ɑ . ˩
2222	2 xia	戈 (xia)	Baxter	w a . .	1111		?	w a . .
2223	2 xia	戍 (xia)	Zhou	ĭ u . ˩˥	1112		?	ĭ u . ˩˥
2224	2 xia	戍 (xia)	Baxter	j u . H	1112		?	j u . H
2225	2 xia	戎 (xia)	Zhou	ĭ u ŋ ˩	1113		?	ĭ u ŋ ˩
2226	2 xia	戎 (xia)	Baxter	j uw ng .	1113		?	j uw ng .
2227	2 xia	我 (xia)	Zhou	. ɑ . ˥	1114		?	. ɑ . ˥
2228	2 xia	我 (xia)	Baxter	. a . X	1114		?	. a . X
2229	2 xia	或 (xia)	Zhou	u ə k .	1115		?	u ə k .
2230	2 xia	或 (xia)	Baxter	w o k .	1115		?	w o k .
2231	2 xia	戟 (xia)	Zhou	ĭ ɐ k .	1116		?	ĭ ɐ k .
2232	2 xia	戟 (xia)	Baxter	j æ k .	1116		?	j æ k .
2233	2 xia	戰 (xia)	Zhou	ĭ ɛ n ˩˥	1117		?	ĭ ɛ n ˩˥
2234	2 xia	戰 (xia)	Baxter	. e n H	1117		?	. e n H
2235	2 xia	戸 (xia)	Zhou	. u . ˥	1118		?	. u . ˥
2236	2 xia	戸 (xia)	Baxter	. u . X	1118		?	. u . X
2237	2 xia	才 (xia)	Zhou	. ɒi . ˥˩	1119		?	. ɒi . ˥˩
2238	2 xia	才 (xia)	Baxter	. oj . .	1119		?	. oj . .
2239	2 xia	拔 (xia)	Zhou	. æ t .	1120		?	. æ t .
2240	2 xia	拔 (xia)	Baxter	. ɛ t .	1120		?	. ɛ t .
2241	2 xia	拜 (xia)	Zhou	. ɐi . ˩˥	1121		?	. ɐi . ˩˥
2242	2 xia	拜 (xia)	Baxter	. ɛj . H	1121		?	. ɛj . H
2243	2 xia	括 (xia)	Zhou	u ɑ t .	1122		?	u ɑ t .
2244	2 xia	括 (xia)	Baxter	w a t .	1122		?	w a t .
2245	2 xia	按 (xia)	Zhou	. ɑ n ˩˥	1123		?	. ɑ n ˩˥
2246	2 xia	按 (xia)	Baxter	. a n H	1123		?	. a n H
2247	2 xia	挺 (xia)	Zhou	i e ŋ ˥	1124		?	i e ŋ ˥
2248	2 xia	挺 (xia)	Baxter	. e ng X	1124		?	. e ng X
2249	2 xia	掾 (xia)	Zhou	ĭw ɛ n ˩˥	1125		?	ĭw ɛ n ˩˥
2250	2 xia	掾 (xia)	Baxter	jwi e n H	1125		?	jwi e n H
2251	2 xia	揔 (xia)	Zhou	. u ŋ ˥	1126		?	. u ŋ ˥
2252	2 xia	揔 (xia)	Baxter	. uw ng X	1126		?	. uw ng X
2253	2 xia	換 (xia)	Zhou	u ɑ n ˩˥	1127		?	u ɑ n ˩˥
2254	2 xia	換 (xia)	Baxter	w a n H	1127		?	w a n H
2255	2 xia	撥 (xia)	Zhou	u ɑ t .	1128		?	u ɑ t .
2256	2 xia	撥 (xia)	Baxter	. a t .	1128		?	. a t .
2257	2 xia	擊 (xia)	Zhou	i e k .	1129		?	i e k .
2258	2 xia	擊 (xia)	Baxter	. e k .	1129		?	. e k .
2259	2 xia	據 (xia)	Zhou	ĭ o . ˩˥	1130		?	ĭ o . ˩˥
2260	2 xia	據 (xia)	Baxter	j o . H	1130		?	j o . H
2261	2 xia	攜 (xia)	Zhou	iw ei . ˥˩	1131		?	iw ei . ˥˩
2262	2 xia	攜 (xia)	Baxter	w ej . .	1131		?	w ej . .
2263	2 xia	支 (xia)	Zhou	ĭ e . ˩	1132		?	ĭ e . ˩
2264	2 xia	支 (xia)	Baxter	j e . .	1132		?	j e . .
2265	2 xia	改 (xia)	Zhou	. ɒi . ˥	1133		?	. ɒi . ˥
2266	2 xia	改 (xia)	Baxter	. oj . X	1133		?	. oj . X
2267	2 xia	放 (xia)	Zhou	ĭw a ŋ ˩˥	1134		?	ĭw a ŋ ˩˥
2268	2 xia	放 (xia)	Baxter	jw a ng H	1134		?	jw a ng H
2269	2 xia	政 (xia)	Zhou	ĭ ɛ ŋ ˩˥	1135		?	ĭ ɛ ŋ ˩˥
2270	2 xia	政 (xia)	Baxter	j ie ng H	1135		?	j ie ng H
2271	2 xia	故 (xia)	Zhou	. u . ˩˥	1136		?	. u . ˩˥
2272	2 xia	故 (xia)	Baxter	. u . H	1136		?	. u . H
2273	2 xia	敎 (xia)	Zhou	. au . ˩˥	1137		?	. au . ˩˥
2274	2 xia	敎 (xia)	Baxter	. æw . H	1137		?	. æw . H
2275	2 xia	救 (xia)	Zhou	ĭ əu . ˩˥	1138		?	ĭ əu . ˩˥
2276	2 xia	救 (xia)	Baxter	j uw . H	1138		?	j uw . H
2277	2 xia	敬 (xia)	Zhou	. ɐ ŋ ˩˥	1139		?	. ɐ ŋ ˩˥
2278	2 xia	敬 (xia)	Baxter	j æ ng .	1139		?	j æ ng .
2279	2 xia	整 (xia)	Zhou	ĭ ɛ ŋ ˥	1140		?	ĭ ɛ ŋ ˥
2280	2 xia	整 (xia)	Baxter	. e ng X	1140		?	. e ng X
2281	2 xia	文 (xia)	Zhou	ĭ uə n ˥˩	1141		?	ĭ uə n ˥˩
2282	2 xia	文 (xia)	Baxter	j u n .	1141		?	j u n .
2283	2 xia	斤 (xia)	Zhou	ĭ ə n ˥˩	1142		?	ĭ ə n ˥˩
2284	2 xia	斤 (xia)	Baxter	j ɨ n .	1142		?	j ɨ n .
2285	2 xia	方 (xia)	Zhou	ĭw a ŋ ˩	1143		?	ĭw a ŋ ˩
2286	2 xia	方 (xia)	Baxter	j a ng .	1143		?	j a ng .
2287	2 xia	旣 (xia)	Zhou	ĭ əi . ˩˥	1144		?	ĭ əi . ˩˥
2288	2 xia	旣 (xia)	Baxter	j ɨj . H	1144		?	j ɨj . H
2289	2 xia	日 (xia)	Zhou	ĭ ĕ t .	1145		?	ĭ ĕ t .
2290	2 xia	日 (xia)	Baxter	. i t .	1145		?	. i t .
2291	2 xia	旰 (xia)	Zhou	. ɑ n ˩˥	1146		?	. ɑ n ˩˥
2292	2 xia	旰 (xia)	Baxter	. a n H	1146		?	. a n H
2293	2 xia	旱 (xia)	Zhou	. ɑ n ˥	1147		?	. ɑ n ˥
2294	2 xia	旱 (xia)	Baxter	. a n X	1147		?	. a n X
2295	2 xia	昆 (xia)	Zhou	u ə n ˥˩	1148		?	u ə n ˥˩
2296	2 xia	昆 (xia)	Baxter	w o n .	1148		?	w o n .
2297	2 xia	明 (xia)	Zhou	ĭ ɐ ŋ ˥˩	1149		?	ĭ ɐ ŋ ˥˩
2298	2 xia	明 (xia)	Baxter	j æ ng .	1149		?	j æ ng .
2299	2 xia	易 (xia)	Zhou	ĭ ɛ k .	1150		?	ĭ ɛ k .
2300	2 xia	易 (xia)	Baxter	j e k .	1150		?	j e k .
2301	2 xia	昔 (xia)	Zhou	ĭ ɛ k .	1151		?	ĭ ɛ k .
2302	2 xia	昔 (xia)	Baxter	j e k .	1151		?	j e k .
2303	2 xia	昧 (xia)	Zhou	u ɒi . ˩˥	1152		?	u ɒi . ˩˥
2304	2 xia	昧 (xia)	Baxter	w oj . H	1152		?	w oj . H
2305	2 xia	晃 (xia)	Zhou	u ɑ ŋ ˥	1153		?	u ɑ ŋ ˥
2306	2 xia	晃 (xia)	Baxter	w a ng X	1153		?	w a ng X
2307	2 xia	晉 (xia)	Zhou	ĭ ĕ n ˩˥	1154		?	ĭ ĕ n ˩˥
2308	2 xia	晉 (xia)	Baxter	. i n H	1154		?	. i n H
2309	2 xia	晏 (xia)	Zhou	. a n ˩˥	1155		?	. a n ˩˥
2310	2 xia	晏 (xia)	Baxter	. æ n H	1155		?	. æ n H
2311	2 xia	晧 (xia)	Zhou	. ɑu . ˥	1156		?	. ɑu . ˥
2312	2 xia	晧 (xia)	Baxter	. aw . X	1156		?	. aw . X
2313	2 xia	晩 (xia)	Zhou	ĭw ɐ n ˥	1157		?	ĭw ɐ n ˥
2314	2 xia	晩 (xia)	Baxter	jw e n X	1157		?	jw e n X
2315	2 xia	智 (xia)	Zhou	ĭ e . ˩˥	1158		?	ĭ e . ˩˥
2316	2 xia	智 (xia)	Baxter	j e . H	1158		?	j e . H
2317	2 xia	暫 (xia)	Zhou	. ɑ m ˩˥	1159		?	. ɑ m ˩˥
2318	2 xia	暫 (xia)	Baxter	. a m H	1159		?	. a m H
2319	2 xia	暮 (xia)	Zhou	. u . ˩˥	1160		?	. u . ˩˥
2320	2 xia	暮 (xia)	Baxter	. u . H	1160		?	. u . H
2321	2 xia	曠 (xia)	Zhou	u ɑ ŋ ˩˥	1161		?	u ɑ ŋ ˩˥
2322	2 xia	曠 (xia)	Baxter	w a ng H	1161		?	w a ng H
2323	2 xia	更 (xia)	Zhou	. ɐ ŋ ˩˥	1162		?	. ɐ ŋ ˩˥
2324	2 xia	更 (xia)	Baxter	. æ ng H	1162		?	. æ ng H
2325	2 xia	曹 (xia)	Zhou	. ɑu . ˥˩	1163		?	. ɑu . ˥˩
2326	2 xia	曹 (xia)	Baxter	. aw . .	1163		?	. aw . .
2327	2 xia	會 (xia)	Zhou	u ɑi . ˩˥	1164		?	u ɑi . ˩˥
2328	2 xia	會 (xia)	Baxter	w aj . H	1164		?	w aj . H
2329	2 xia	月 (xia)	Zhou	ĭw ɐ t .	1165		?	ĭw ɐ t .
2330	2 xia	月 (xia)	Baxter	jw o t .	1165		?	jw o t .
2331	2 xia	有 (xia)	Zhou	ĭ əu . ˥	1166		?	ĭ əu . ˥
2332	2 xia	有 (xia)	Baxter	j uw . X	1166		?	j uw . X
2333	2 xia	朗 (xia)	Zhou	. ɑ ŋ ˥	1167		?	. ɑ ŋ ˥
2334	2 xia	朗 (xia)	Baxter	. a ng X	1167		?	. a ng X
2335	2 xia	木 (xia)	Zhou	. u k .	1168		?	. u k .
2336	2 xia	木 (xia)	Baxter	. uw k .	1168		?	. uw k .
2337	2 xia	末 (xia)	Zhou	u ɑ t .	1169		?	u ɑ t .
2338	2 xia	末 (xia)	Baxter	. a t .	1169		?	. a t .
2339	2 xia	本 (xia)	Zhou	u ə n ˥	1170		?	u ə n ˥
2340	2 xia	本 (xia)	Baxter	w o n X	1170		?	w o n X
2341	2 xia	朱 (xia)	Zhou	ĭ u . ˩	1171		?	ĭ u . ˩
2342	2 xia	朱 (xia)	Baxter	. u . .	1171		?	. u . .
2343	2 xia	杏 (xia)	Zhou	. ɐ ŋ ˥	1172		?	. ɐ ŋ ˥
2344	2 xia	杏 (xia)	Baxter	. æ ng X	1172		?	. æ ng X
2345	2 xia	杜 (xia)	Zhou	. u . ˥	1173		?	. u . ˥
2346	2 xia	杜 (xia)	Baxter	. u . X	1173		?	. u . X
2347	2 xia	枕 (xia)	Zhou	ĭ ĕ m ˥	1174		?	ĭ ĕ m ˥
2348	2 xia	枕 (xia)	Baxter	. i m X	1174		?	. i m X
2349	2 xia	林 (xia)	Zhou	ĭ ĕ m ˥˩	1175		?	ĭ ĕ m ˥˩
2350	2 xia	林 (xia)	Baxter	. i m .	1175		?	. i m .
2351	2 xia	果 (xia)	Zhou	u ɑ . ˥	1176		?	u ɑ . ˥
2352	2 xia	果 (xia)	Baxter	w a . X	1176		?	w a . X
2353	2 xia	染 (xia)	Zhou	ĭ ɛ m ˥	1177		?	ĭ ɛ m ˥
2354	2 xia	染 (xia)	Baxter	j e m X	1177		?	j e m X
2355	2 xia	核 (xia)	Zhou	. æ k .	1178		?	. æ k .
2356	2 xia	核 (xia)	Baxter	. ɛ k .	1178		?	. ɛ k .
2357	2 xia	格 (xia)	Zhou	. ɐ k .	1179		?	. ɐ k .
2358	2 xia	格 (xia)	Baxter	. æ k .	1179		?	. æ k .
2359	2 xia	桂 (xia)	Zhou	iw ei . ˩˥	1180		?	iw ei . ˩˥
2360	2 xia	桂 (xia)	Baxter	w ej . H	1180		?	w ej . H
2361	2 xia	案 (xia)	Zhou	. ɑ n ˩˥	1181		?	. ɑ n ˩˥
2362	2 xia	案 (xia)	Baxter	. a n H	1181		?	. a n H
2363	2 xia	梗 (xia)	Zhou	. ɐ ŋ ˥	1182		?	. ɐ ŋ ˥
2364	2 xia	梗 (xia)	Baxter	. æ ng X	1182		?	. æ ng X
2365	2 xia	梵 (xia)	Zhou	ĭw ɐ m ˩˥	1183		?	ĭw ɐ m ˩˥
2366	2 xia	梵 (xia)	Baxter	j o m H	1183		?	j o m H
2367	2 xia	檢 (xia)	Zhou	ĭ ɛ m ˥	1184		?	ĭ ɛ m ˥
2368	2 xia	檢 (xia)	Baxter	j æ m X	1184		?	j æ m X
2369	2 xia	櫛 (xia)	Zhou	ĭ e t .	1185		?	ĭ e t .
2370	2 xia	櫛 (xia)	Baxter	. i t .	1185		?	. i t .
2371	2 xia	欣 (xia)	Zhou	ĭ ə n ˥˩	1186		?	ĭ ə n ˥˩
2372	2 xia	欣 (xia)	Baxter	j ɨ n .	1186		?	j ɨ n .
2373	2 xia	欲 (xia)	Zhou	ĭw o k .	1187		?	ĭw o k .
2374	2 xia	欲 (xia)	Baxter	j o wk .	1187		?	j o wk .
2375	2 xia	歇 (xia)	Zhou	ĭ ɐ t .	1188		?	ĭ ɐ t .
2376	2 xia	歇 (xia)	Baxter	j o t .	1188		?	j o t .
2377	2 xia	歌 (xia)	Zhou	. ɑ . ˩	1189		?	. ɑ . ˩
2378	2 xia	歌 (xia)	Baxter	. a . .	1189		?	. a . .
2379	2 xia	止 (xia)	Zhou	ĭ ə . ˥	1190		?	ĭ ə . ˥
2380	2 xia	止 (xia)	Baxter	. i . X	1190		?	. i . X
2381	2 xia	正 (xia)	Zhou	ĭ ɛ ŋ ˩˥	1191		?	ĭ ɛ ŋ ˩˥
2382	2 xia	正 (xia)	Baxter	. e ng H	1191		?	. e ng H
2383	2 xia	武 (xia)	Zhou	ĭ u . ˥	1192		?	ĭ u . ˥
2384	2 xia	武 (xia)	Baxter	j u . X	1192		?	j u . X
2385	2 xia	歷 (xia)	Zhou	i e k .	1193		?	i e k .
2386	2 xia	歷 (xia)	Baxter	. e k .	1193		?	. e k .
2387	2 xia	殄 (xia)	Zhou	i e n ˥	1194		?	i e n ˥
2388	2 xia	殄 (xia)	Baxter	. e n X	1194		?	. e n X
2389	2 xia	殞 (xia)	Zhou	ĭ ĕ n ˥	1195		?	ĭ ĕ n ˥
2390	2 xia	殞 (xia)	Baxter	. i n X	1195		?	. i n X
2391	2 xia	段 (xia)	Zhou	u ɑ n ˩˥	1196		?	u ɑ n ˩˥
2392	2 xia	段 (xia)	Baxter	w a n H	1196		?	w a n H
2393	2 xia	毒 (xia)	Zhou	u o k .	1197		?	u o k .
2394	2 xia	毒 (xia)	Baxter	. ow k .	1197		?	. ow k .
2395	2 xia	氏 (xia)	Zhou	ĭ e . ˥	1198		?	ĭ e . ˥
2396	2 xia	氏 (xia)	Baxter	. e . X	1198		?	. e . X
2397	2 xia	永 (xia)	Zhou	ĭ ɐ ŋ ˥	1199		?	ĭ ɐ ŋ ˥
2398	2 xia	永 (xia)	Baxter	j æ ng X	1199		?	j æ ng X
2399	2 xia	求 (xia)	Zhou	ĭ əu . ˩	1200		?	ĭ əu . ˩
2400	2 xia	求 (xia)	Baxter	j uw . .	1200		?	j uw . .
2401	2 xia	江 (xia)	Zhou	. ɔ ŋ ˥˩	1201		?	. ɔ ŋ ˥˩
2402	2 xia	江 (xia)	Baxter	. æw ng .	1201		?	. æw ng .
2403	2 xia	決 (xia)	Zhou	iw e t .	1202		?	iw e t .
2404	2 xia	決 (xia)	Baxter	w e t .	1202		?	w e t .
2405	2 xia	沃 (xia)	Zhou	u o k .	1203		?	u o k .
2406	2 xia	沃 (xia)	Baxter	. ow k .	1203		?	. ow k .
2407	2 xia	沓 (xia)	Zhou	. ɒ p .	1204		?	. ɒ p .
2408	2 xia	沓 (xia)	Baxter	. o p .	1204		?	. o p .
2409	2 xia	河 (xia)	Zhou	. ɑ . ˩	1205		?	. ɑ . ˩
2410	2 xia	河 (xia)	Baxter	. a . .	1205		?	. a . .
2411	2 xia	沸 (xia)	Zhou	ĭw əi . ˩˥	1206		?	ĭw əi . ˩˥
2412	2 xia	沸 (xia)	Baxter	j ɨj . H	1206		?	j ɨj . H
2413	2 xia	沼 (xia)	Zhou	ĭ ɛu . ˥	1207		?	ĭ ɛu . ˥
2414	2 xia	沼 (xia)	Baxter	. ew . X	1207		?	. ew . X
2415	2 xia	況 (xia)	Zhou	ĭw a ŋ ˩˥	1208		?	ĭw a ŋ ˩˥
2416	2 xia	況 (xia)	Baxter	j a ng H	1208		?	j a ng H
2417	2 xia	法 (xia)	Zhou	ĭw ɐ p .	1209		?	ĭw ɐ p .
2418	2 xia	法 (xia)	Baxter	j o p .	1209		?	j o p .
2419	2 xia	波 (xia)	Zhou	u ɑ . ˩	1210		?	u ɑ . ˩
2420	2 xia	波 (xia)	Baxter	. a . .	1210		?	. a . .
2421	2 xia	洧 (xia)	Zhou	w i . ˥	1211		?	w i . ˥
2422	2 xia	洧 (xia)	Baxter	w ij . X	1211		?	w ij . X
2423	2 xia	洳 (xia)	Zhou	ĭ o . ˩˥	1212		?	ĭ o . ˩˥
2424	2 xia	洳 (xia)	Baxter	. o . H	1212		?	. o . H
2425	2 xia	洽 (xia)	Zhou	. ɐ p .	1213		?	. ɐ p .
2426	2 xia	洽 (xia)	Baxter	. ɛ p .	1213		?	. ɛ p .
2427	2 xia	流 (xia)	Zhou	ĭ əu . ˥˩	1214		?	ĭ əu . ˥˩
2428	2 xia	流 (xia)	Baxter	. uw . .	1214		?	. uw . .
2429	2 xia	浩 (xia)	Zhou	. ɑu . ˥	1215		?	. ɑu . ˥
2430	2 xia	浩 (xia)	Baxter	. aw . X	1215		?	. aw . X
2431	2 xia	浪 (xia)	Zhou	. ɑ ŋ ˩˥	1216		?	. ɑ ŋ ˩˥
2432	2 xia	浪 (xia)	Baxter	. a ng H	1216		?	. a ng H
2433	2 xia	浮 (xia)	Zhou	ĭ əu . ˩	1217		?	ĭ əu . ˩
2434	2 xia	浮 (xia)	Baxter	j uw . .	1217		?	j uw . .
2435	2 xia	涉 (xia)	Zhou	ĭ ɛ p .	1218		?	ĭ ɛ p .
2436	2 xia	涉 (xia)	Baxter	. e p .	1218		?	. e p .
2437	2 xia	深 (xia)	Zhou	ĭ ĕ m ˩	1219		?	ĭ ĕ m ˩
2438	2 xia	深 (xia)	Baxter	. i m .	1219		?	. i m .
2439	2 xia	淺 (xia)	Zhou	ĭ ɛ n ˥	1220		?	ĭ ɛ n ˥
2440	2 xia	淺 (xia)	Baxter	j e n X	1220		?	j e n X
2441	2 xia	渚 (xia)	Zhou	ĭ o . ˥	1221		?	ĭ o . ˥
2442	2 xia	渚 (xia)	Baxter	. o . X	1221		?	. o . X
2443	2 xia	減 (xia)	Zhou	. ɐ m ˥	1222		?	. ɐ m ˥
2444	2 xia	減 (xia)	Baxter	. ɛ m X	1222		?	. ɛ m X
2445	2 xia	渾 (xia)	Zhou	u ə n ˥˩	1223		?	u ə n ˥˩
2446	2 xia	渾 (xia)	Baxter	w o n .	1223		?	w o n .
2447	2 xia	準 (xia)	Zhou	ĭu ĕ n ˥	1224		?	ĭu ĕ n ˥
2448	2 xia	準 (xia)	Baxter	w i n X	1224		?	w i n X
2449	2 xia	滕 (xia)	Zhou	. ə ŋ ˥˩	1225		?	. ə ŋ ˥˩
2450	2 xia	滕 (xia)	Baxter	. o ng .	1225		?	. o ng .
2451	2 xia	滿 (xia)	Zhou	u ɑ n ˥	1226		?	u ɑ n ˥
2452	2 xia	滿 (xia)	Baxter	w a n X	1226		?	w a n X
2453	2 xia	演 (xia)	Zhou	ĭ ɛ n ˥	1227		?	ĭ ɛ n ˥
2454	2 xia	演 (xia)	Baxter	j e n X	1227		?	j e n X
2455	2 xia	漫 (xia)	Zhou	u ɑ n ˩˥	1228		?	u ɑ n ˩˥
2456	2 xia	漫 (xia)	Baxter	. a n H	1228		?	. a n H
2457	2 xia	潁 (xia)	Zhou	ĭw ɛ ŋ ˥	1229		?	ĭw ɛ ŋ ˥
2458	2 xia	潁 (xia)	Baxter	jwi e ng X	1229		?	jwi e ng X
2459	2 xia	澗 (xia)	Zhou	. a n ˩˥	1230		?	. a n ˩˥
2460	2 xia	澗 (xia)	Baxter	. æ n H	1230		?	. æ n H
2461	2 xia	濫 (xia)	Zhou	. ɑ m ˩˥	1231		?	. ɑ m ˩˥
2462	2 xia	濫 (xia)	Baxter	. a m H	1231		?	. a m H
2463	2 xia	火 (xia)	Zhou	u ɑ . ˥	1232		?	u ɑ . ˥
2464	2 xia	火 (xia)	Baxter	w a . X	1232		?	w a . X
2465	2 xia	灼 (xia)	Zhou	ĭ a k .	1233		?	ĭ a k .
2466	2 xia	灼 (xia)	Baxter	. a k .	1233		?	. a k .
2467	2 xia	炎 (xia)	Zhou	ĭ ɛ m ˥˩	1234		?	ĭ ɛ m ˥˩
2468	2 xia	炎 (xia)	Baxter	j e m .	1234		?	j e m .
2469	2 xia	烏 (xia)	Zhou	. u . ˥˩	1235		?	. u . ˥˩
2470	2 xia	烏 (xia)	Baxter	. u . .	1235		?	. u . .
2471	2 xia	焉 (xia)	Zhou	ĭ ɛ n ˩	1236		?	ĭ ɛ n ˩
2472	2 xia	焉 (xia)	Baxter	j ?! n .	1236		?	j ?! n .
2473	2 xia	無 (xia)	Zhou	ĭ u . ˥˩	1237		?	ĭ u . ˥˩
2474	2 xia	無 (xia)	Baxter	j u . .	1237		?	j u . .
2475	2 xia	焮 (xia)	Zhou	ĭ ə n ˩˥	1238		?	ĭ ə n ˩˥
2476	2 xia	焮 (xia)	Baxter	j ɨ n H	1238		?	j ɨ n H
2477	2 xia	然 (xia)	Zhou	ĭ ɛ n ˥˩	1239		?	ĭ ɛ n ˥˩
