ID	TYPE	CONCEPT	DOCULECT	TOKENS	COGID	FORM	NOTE	ALIGNMENT
1818	2 xia	兖 (xia)	Baxter	jw e n X	909		?	jw e n X
1819	2 xia	入 (xia)	Zhou	ĭ ĕ p .	910		?	ĭ ĕ p .
1820	2 xia	入 (xia)	Baxter	. i p .	910		?	. i p .
1821	2 xia	兩 (xia)	Zhou	ĭ a ŋ ˥	911		?	ĭ a ŋ ˥
1822	2 xia	兩 (xia)	Baxter	. a ng X	911		?	. a ng X
1823	2 xia	八 (xia)	Zhou	. æ t .	912		?	. æ t .
1824	2 xia	八 (xia)	Baxter	. ɛ t .	912		?	. ɛ t .
1825	2 xia	公 (xia)	Zhou	. u ŋ ˩	913		?	. u ŋ ˩
1826	2 xia	公 (xia)	Baxter	. uw ng .	913		?	. uw ng .
1827	2 xia	六 (xia)	Zhou	ĭ u k .	914		?	ĭ u k .
1828	2 xia	六 (xia)	Baxter	j uw k .	914		?	j uw k .
1829	2 xia	兮 (xia)	Zhou	i ei . ˩	915		?	i ei . ˩
1830	2 xia	兮 (xia)	Baxter	. ej . .	915		?	. ej . .
1831	2 xia	兵 (xia)	Zhou	ĭ ɐ ŋ ˩	916		?	ĭ ɐ ŋ ˩
1832	2 xia	兵 (xia)	Baxter	j æ ng .	916		?	j æ ng .
1833	2 xia	其 (xia)	Zhou	ĭ ə . ˩	917		?	ĭ ə . ˩
1834	2 xia	其 (xia)	Baxter	. i . .	917		?	. i . .
1835	2 xia	具 (xia)	Zhou	ĭ u . ˩˥	918		?	ĭ u . ˩˥
1836	2 xia	具 (xia)	Baxter	j u . H	918		?	j u . H
1837	2 xia	典 (xia)	Zhou	i e n ˥	919		?	i e n ˥
1838	2 xia	典 (xia)	Baxter	. e n X	919		?	. e n X
1839	2 xia	兹 (xia)	Zhou	ĭ ə . ˥˩	920		?	ĭ ə . ˥˩
1840	2 xia	兹 (xia)	Baxter	. i . .	920		?	. i . .
1841	2 xia	兼 (xia)	Zhou	i e m ˥˩	921		?	i e m ˥˩
1842	2 xia	兼 (xia)	Baxter	. e m .	921		?	. e m .
1843	2 xia	冀 (xia)	Zhou	. i . ˩˥	922		?	. i . ˩˥
1844	2 xia	冀 (xia)	Baxter	. ij . H	922		?	. ij . H
1845	2 xia	冉 (xia)	Zhou	ĭ ɛ m ˥	923		?	ĭ ɛ m ˥
1846	2 xia	冉 (xia)	Baxter	j e m X	923		?	j e m X
1847	2 xia	冬 (xia)	Zhou	u o ŋ ˥˩	924		?	u o ŋ ˥˩
1848	2 xia	冬 (xia)	Baxter	. ow ng .	924		?	. ow ng .
1849	2 xia	冰 (xia)	Zhou	ĭ ə ŋ ˩	925		?	ĭ ə ŋ ˩
1850	2 xia	冰 (xia)	Baxter	. i ng .	925		?	. i ng .
1851	2 xia	几 (xia)	Zhou	. i . ˥	926		?	. i . ˥
1852	2 xia	几 (xia)	Baxter	. ij . X	926		?	. ij . X
1853	2 xia	刀 (xia)	Zhou	. ɑu . ˩	927		?	. ɑu . ˩
1854	2 xia	刀 (xia)	Baxter	. aw . .	927		?	. aw . .
1855	2 xia	刃 (xia)	Zhou	ĭ ĕ n ˩˥	928		?	ĭ ĕ n ˩˥
1856	2 xia	刃 (xia)	Baxter	. i n H	928		?	. i n H
1857	2 xia	分 (xia)	Zhou	ĭ uə n ˩	929		?	ĭ uə n ˩
1858	2 xia	分 (xia)	Baxter	j u n .	929		?	j u n .
1859	2 xia	刑 (xia)	Zhou	i e ŋ ˥˩	930		?	i e ŋ ˥˩
1860	2 xia	刑 (xia)	Baxter	. e ng .	930		?	. e ng .
1861	2 xia	列 (xia)	Zhou	ĭ ɛ t .	931		?	ĭ ɛ t .
1862	2 xia	列 (xia)	Baxter	j e t .	931		?	j e t .
1863	2 xia	別 (xia)	Zhou	ĭ ɛ t .	932		?	ĭ ɛ t .
1864	2 xia	別 (xia)	Baxter	j e t .	932		?	j e t .
1865	2 xia	利 (xia)	Zhou	. i . ˩˥	933		?	. i . ˩˥
1866	2 xia	利 (xia)	Baxter	. ij . H	933		?	. ij . H
1867	2 xia	到 (xia)	Zhou	. ɑu . ˩˥	934		?	. ɑu . ˩˥
1868	2 xia	到 (xia)	Baxter	. aw . H	934		?	. aw . H
1869	2 xia	則 (xia)	Zhou	. ə k .	935		?	. ə k .
1870	2 xia	則 (xia)	Baxter	. o k .	935		?	. o k .
1871	2 xia	前 (xia)	Zhou	i e n ˥˩	936		?	i e n ˥˩
1872	2 xia	前 (xia)	Baxter	. e n .	936		?	. e n .
1873	2 xia	副 (xia)	Zhou	ĭ əu . ˩˥	937		?	ĭ əu . ˩˥
1874	2 xia	副 (xia)	Baxter	j uw . H	937		?	j uw . H
1875	2 xia	割 (xia)	Zhou	. ɑ t .	938		?	. ɑ t .
1876	2 xia	割 (xia)	Baxter	. a t .	938		?	. a t .
1877	2 xia	劇 (xia)	Zhou	ĭ ɐ k .	939		?	ĭ ɐ k .
1878	2 xia	劇 (xia)	Baxter	j æ k .	939		?	j æ k .
1879	2 xia	劒 (xia)	Zhou	ĭ ɐ m ˩˥	940		?	ĭ ɐ m ˩˥
1880	2 xia	劒 (xia)	Baxter	j o m H	940		?	j o m H
1881	2 xia	力 (xia)	Zhou	ĭ ə k .	941		?	ĭ ə k .
1882	2 xia	力 (xia)	Baxter	. i k .	941		?	. i k .
1883	2 xia	加 (xia)	Zhou	. a . ˥˩	942		?	. a . ˥˩
1884	2 xia	加 (xia)	Baxter	. æ . .	942		?	. æ . .
1885	2 xia	勞 (xia)	Zhou	. ɑu . ˩	943		?	. ɑu . ˩
1886	2 xia	勞 (xia)	Baxter	. aw . .	943		?	. aw . .
1887	2 xia	勿 (xia)	Zhou	ĭ uə t .	944		?	ĭ uə t .
1888	2 xia	勿 (xia)	Baxter	j u t .	944		?	j u t .
1889	2 xia	化 (xia)	Zhou	w a . ˩˥	945		?	w a . ˩˥
1890	2 xia	化 (xia)	Baxter	w æ . H	945		?	w æ . H
1891	2 xia	北 (xia)	Zhou	. ə k .	946		?	. ə k .
1892	2 xia	北 (xia)	Baxter	. o k .	946		?	. o k .
1893	2 xia	匪 (xia)	Zhou	ĭw əi . ˥	947		?	ĭw əi . ˥
1894	2 xia	匪 (xia)	Baxter	j ɨj . X	947		?	j ɨj . X
1895	2 xia	半 (xia)	Zhou	u ɑ n ˩˥	948		?	u ɑ n ˩˥
1896	2 xia	半 (xia)	Baxter	. a n H	948		?	. a n H
1897	2 xia	協 (xia)	Zhou	i e p .	949		?	i e p .
1898	2 xia	協 (xia)	Baxter	j e p .	949		?	j e p .
1899	2 xia	博 (xia)	Zhou	u ɑ k .	950		?	u ɑ k .
1900	2 xia	博 (xia)	Baxter	w a k .	950		?	w a k .
1901	2 xia	卜 (xia)	Zhou	. u k .	951		?	. u k .
1902	2 xia	卜 (xia)	Baxter	. uw k .	951		?	. uw k .
1903	2 xia	即 (xia)	Zhou	ĭ ə k .	952		?	ĭ ə k .
1904	2 xia	即 (xia)	Baxter	. i k .	952		?	. i k .
1905	2 xia	卷 (xia)	Zhou	ĭw ɛ n ˩˥	953		?	ĭw ɛ n ˩˥
1906	2 xia	卷 (xia)	Baxter	jw e n H	953		?	jw e n H
1907	2 xia	卿 (xia)	Zhou	ĭ ɐ ŋ ˥˩	954		?	ĭ ɐ ŋ ˥˩
1908	2 xia	卿 (xia)	Baxter	j æ ng .	954		?	j æ ng .
1909	2 xia	厚 (xia)	Zhou	. əu . ˥	955		?	. əu . ˥
1910	2 xia	厚 (xia)	Baxter	. uw . X	955		?	. uw . X
1911	2 xia	厥 (xia)	Zhou	ĭw ɐ t .	956		?	ĭw ɐ t .
1912	2 xia	厥 (xia)	Baxter	jw o t .	956		?	jw o t .
1913	2 xia	口 (xia)	Zhou	. əu . ˥	957		?	. əu . ˥
1914	2 xia	口 (xia)	Baxter	. uw . X	957		?	. uw . X
1915	2 xia	古 (xia)	Zhou	. u . ˥	958		?	. u . ˥
1916	2 xia	古 (xia)	Baxter	. u . X	958		?	. u . X
1917	2 xia	句 (xia)	Zhou	ĭ u . ˩˥	959		?	ĭ u . ˩˥
1918	2 xia	句 (xia)	Baxter	j u . H	959		?	j u . H
1919	2 xia	召 (xia)	Zhou	ĭ ɛu . ˩˥	960		?	ĭ ɛu . ˩˥
1920	2 xia	召 (xia)	Baxter	j ew . H	960		?	j ew . H
1921	2 xia	可 (xia)	Zhou	. ɑ . ˥	961		?	. ɑ . ˥
1922	2 xia	可 (xia)	Baxter	. a . X	961		?	. a . X
1923	2 xia	史 (xia)	Zhou	ĭ ə . ˥	962		?	ĭ ə . ˥
1924	2 xia	史 (xia)	Baxter	. i . X	962		?	. i . X
1925	2 xia	各 (xia)	Zhou	. ɑ k .	963		?	. ɑ k .
1926	2 xia	各 (xia)	Baxter	. a k .	963		?	. a k .
1927	2 xia	合 (xia)	Zhou	. ɒ p .	964		?	. ɒ p .
1928	2 xia	合 (xia)	Baxter	. o p .	964		?	. o p .
1929	2 xia	吉 (xia)	Zhou	ĭ ĕ t .	965		?	ĭ ĕ t .
1930	2 xia	吉 (xia)	Baxter	j i t .	965		?	j i t .
1931	2 xia	后 (xia)	Zhou	. əu . ˥	966		?	. əu . ˥
1932	2 xia	后 (xia)	Baxter	. uw . X	966		?	. uw . X
1933	2 xia	吏 (xia)	Zhou	ĭ ə . ˩˥	967		?	ĭ ə . ˩˥
1934	2 xia	吏 (xia)	Baxter	. i . H	967		?	. i . H
1935	2 xia	吕 (xia)	Zhou	ĭ o . ˥	968		?	ĭ o . ˥
1936	2 xia	吕 (xia)	Baxter	j o . X	968		?	j o . X
1937	2 xia	吟 (xia)	Zhou	ĭ ĕ m ˥˩	969		?	ĭ ĕ m ˥˩
1938	2 xia	吟 (xia)	Baxter	. i m .	969		?	. i m .
1939	2 xia	含 (xia)	Zhou	. ɒ m ˥˩	970		?	. ɒ m ˥˩
1940	2 xia	含 (xia)	Baxter	. o m .	970		?	. o m .
1941	2 xia	吳 (xia)	Zhou	. u . ˩	971		?	. u . ˩
1942	2 xia	吳 (xia)	Baxter	. u . .	971		?	. u . .
1943	2 xia	吻 (xia)	Zhou	ĭu ə n ˥	972		?	ĭu ə n ˥
1944	2 xia	吻 (xia)	Baxter	j u n X	972		?	j u n X
1945	2 xia	周 (xia)	Zhou	ĭ əu . ˩	973		?	ĭ əu . ˩
1946	2 xia	周 (xia)	Baxter	. uw . .	973		?	. uw . .
1947	2 xia	味 (xia)	Zhou	ĭw əi . ˩˥	974		?	ĭw əi . ˩˥
1948	2 xia	味 (xia)	Baxter	j ɨj . H	974		?	j ɨj . H
1949	2 xia	命 (xia)	Zhou	ĭ ɐ ŋ ˩˥	975		?	ĭ ɐ ŋ ˩˥
1950	2 xia	命 (xia)	Baxter	j æ ng H	975		?	j æ ng H
1951	2 xia	哀 (xia)	Zhou	. ɒi . ˩	976		?	. ɒi . ˩
1952	2 xia	哀 (xia)	Baxter	. oj . .	976		?	. oj . .
1953	2 xia	哉 (xia)	Zhou	. ɒi . ˩	977		?	. ɒi . ˩
1954	2 xia	哉 (xia)	Baxter	. oj . .	977		?	. oj . .
1955	2 xia	問 (xia)	Zhou	ĭ uə n ˩˥	978		?	ĭ uə n ˩˥
1956	2 xia	問 (xia)	Baxter	j u n H	978		?	j u n H
1957	2 xia	啓 (xia)	Zhou	i ei . ˥	979		?	i ei . ˥
1958	2 xia	啓 (xia)	Baxter	. ej . X	979		?	. ej . X
1959	2 xia	喝 (xia)	Zhou	. æi . ˩˥	980		?	. æi . ˩˥
1960	2 xia	喝 (xia)	Baxter	. æj . H	980		?	. æj . H
1961	2 xia	喬 (xia)	Zhou	ĭ ɛu . ˥˩	981		?	ĭ ɛu . ˥˩
1962	2 xia	喬 (xia)	Baxter	j ew . .	981		?	j ew . .
1963	2 xia	嗟 (xia)	Zhou	ĭ a . ˩	982		?	ĭ a . ˩
1964	2 xia	嗟 (xia)	Baxter	j æ . .	982		?	j æ . .
1965	2 xia	嘯 (xia)	Zhou	i eu . ˩˥	983		?	i eu . ˩˥
1966	2 xia	嘯 (xia)	Baxter	. ew . H	983		?	. ew . H
1967	2 xia	回 (xia)	Zhou	u ɒi . ˥˩	984		?	u ɒi . ˥˩
1968	2 xia	回 (xia)	Baxter	w oj . .	984		?	w oj . .
1969	2 xia	困 (xia)	Zhou	u ə n ˩˥	985		?	u ə n ˩˥
1970	2 xia	困 (xia)	Baxter	w o n H	985		?	w o n H
1971	2 xia	國 (xia)	Zhou	u ə k .	986		?	u ə k .
1972	2 xia	國 (xia)	Baxter	w i k .	986		?	w i k .
1973	2 xia	垂 (xia)	Zhou	ĭw e . ˥˩	987		?	ĭw e . ˥˩
1974	2 xia	垂 (xia)	Baxter	w e . .	987		?	w e . .
1975	2 xia	執 (xia)	Zhou	ĭ ĕ p .	988		?	ĭ ĕ p .
1976	2 xia	執 (xia)	Baxter	. i p .	988		?	. i p .
1977	2 xia	堅 (xia)	Zhou	. ie n ˥˩	989		?	. ie n ˥˩
1978	2 xia	堅 (xia)	Baxter	. e n .	989		?	. e n .
1979	2 xia	堯 (xia)	Zhou	i eu . ˥˩	990		?	i eu . ˥˩
1980	2 xia	堯 (xia)	Baxter	. ew . .	990		?	. ew . .
1981	2 xia	報 (xia)	Zhou	. ɑu . ˩˥	991		?	. ɑu . ˩˥
1982	2 xia	報 (xia)	Baxter	. aw . H	991		?	. aw . H
1983	2 xia	墨 (xia)	Zhou	. ə k .	992		?	. ə k .
1984	2 xia	墨 (xia)	Baxter	. o k .	992		?	. o k .
1985	2 xia	壞 (xia)	Zhou	w ɐi . ˩˥	993		?	w ɐi . ˩˥
1986	2 xia	壞 (xia)	Baxter	w ɛj . H	993		?	w ɛj . H
1987	2 xia	士 (xia)	Zhou	ĭ ə . ˥	994		?	ĭ ə . ˥
1988	2 xia	士 (xia)	Baxter	. i . X	994		?	. i . X
1989	2 xia	外 (xia)	Zhou	u ɑi . ˩˥	995		?	u ɑi . ˩˥
1990	2 xia	外 (xia)	Baxter	w aj . H	995		?	w aj . H
1991	2 xia	夜 (xia)	Zhou	ĭ a . ˩˥	996		?	ĭ a . ˩˥
1992	2 xia	夜 (xia)	Baxter	j æ . H	996		?	j æ . H
1993	2 xia	太 (xia)	Zhou	. ɑi . ˩˥	997		?	. ɑi . ˩˥
1994	2 xia	太 (xia)	Baxter	. aj . H	997		?	. aj . H
1995	2 xia	夫 (xia)	Zhou	ĭ u . ˩	998		?	ĭ u . ˩
1996	2 xia	夫 (xia)	Baxter	j u . .	998		?	j u . .
1997	2 xia	夬 (xia)	Zhou	w æi . ˩˥	999		?	w æi . ˩˥
1998	2 xia	夬 (xia)	Baxter	w æj . H	999		?	w æj . H
1999	2 xia	夷 (xia)	Zhou	. i . ˥˩	1000		?	. i . ˥˩
2000	2 xia	夷 (xia)	Baxter	. ij . .	1000		?	. ij . .
2001	2 xia	夾 (xia)	Zhou	. ɐ p .	1001		?	. ɐ p .
2002	2 xia	夾 (xia)	Baxter	. ɛ p .	1001		?	. ɛ p .
2003	2 xia	奄 (xia)	Zhou	ĭ ɛ m ˥	1002		?	ĭ ɛ m ˥
2004	2 xia	奄 (xia)	Baxter	j e m X	1002		?	j e m X
2005	2 xia	奚 (xia)	Zhou	i ei . ˥˩	1003		?	i ei . ˥˩
2006	2 xia	奚 (xia)	Baxter	. ej . .	1003		?	. ej . .
2007	2 xia	奢 (xia)	Zhou	ĭ a . ˥˩	1004		?	ĭ a . ˥˩
2008	2 xia	奢 (xia)	Baxter	. æ . .	1004		?	. æ . .
2009	2 xia	妄 (xia)	Zhou	ĭw a ŋ ˩˥	1005		?	ĭw a ŋ ˩˥
2010	2 xia	妄 (xia)	Baxter	j a ng H	1005		?	j a ng H
2011	2 xia	妙 (xia)	Zhou	ĭ ɛu . ˩˥	1006		?	ĭ ɛu . ˩˥
2012	2 xia	妙 (xia)	Baxter	j ew . H	1006		?	j ew . H
2013	2 xia	姐 (xia)	Zhou	ĭ a . ˥	1007		?	ĭ a . ˥
2014	2 xia	姐 (xia)	Baxter	j æ . X	1007		?	j æ . X
2015	2 xia	姑 (xia)	Zhou	. u . ˥˩	1008		?	. u . ˥˩
2016	2 xia	姑 (xia)	Baxter	. u . .	1008		?	. u . .
2017	2 xia	委 (xia)	Zhou	ĭw e . ˥	1009		?	ĭw e . ˥
2018	2 xia	委 (xia)	Baxter	jw e . X	1009		?	jw e . X
2019	2 xia	媧 (xia)	Zhou	w ai . ˥˩	1010		?	w ai . ˥˩
2020	2 xia	媧 (xia)	Baxter	w ɛ . .	1010		?	w ɛ . .
2021	2 xia	嫁 (xia)	Zhou	. a . ˩˥	1011		?	. a . ˩˥
2022	2 xia	嫁 (xia)	Baxter	. æ . H	1011		?	. æ . H
2023	2 xia	嬌 (xia)	Zhou	ĭ ɛu . ˩	1012		?	ĭ ɛu . ˩
2024	2 xia	嬌 (xia)	Baxter	j ew . .	1012		?	j ew . .
2025	2 xia	孕 (xia)	Zhou	ĭ ə ŋ ˩˥	1013		?	ĭ ə ŋ ˩˥
2026	2 xia	孕 (xia)	Baxter	. i ng H	1013		?	. i ng H
2027	2 xia	孝 (xia)	Zhou	. au . ˩˥	1014		?	. au . ˩˥
2028	2 xia	孝 (xia)	Baxter	. æw . H	1014		?	. æw . H
2029	2 xia	孟 (xia)	Zhou	. ɐ ŋ ˩˥	1015		?	. ɐ ŋ ˩˥
2030	2 xia	孟 (xia)	Baxter	. æ ng H	1015		?	. æ ng H
2031	2 xia	季 (xia)	Zhou	w i . ˩˥	1016		?	w i . ˩˥
2032	2 xia	季 (xia)	Baxter	jw ij . H	1016		?	jw ij . H
2033	2 xia	孤 (xia)	Zhou	. u . ˥˩	1017		?	. u . ˥˩
2034	2 xia	孤 (xia)	Baxter	. u . .	1017		?	. u . .
2035	2 xia	安 (xia)	Zhou	. ɑ n ˩	1018		?	. ɑ n ˩
2036	2 xia	安 (xia)	Baxter	. a n .	1018		?	. a n .
2037	2 xia	宋 (xia)	Zhou	u o ŋ ˩˥	1019		?	u o ŋ ˩˥
2038	2 xia	宋 (xia)	Baxter	. ow ng H	1019		?	. ow ng H
2039	2 xia	宕 (xia)	Zhou	. ɑ ŋ ˩˥	1020		?	. ɑ ŋ ˩˥
2040	2 xia	宕 (xia)	Baxter	. a ng H	1020		?	. a ng H
2041	2 xia	宗 (xia)	Zhou	u o ŋ ˥˩	1021		?	u o ŋ ˥˩
2042	2 xia	宗 (xia)	Baxter	. ow ng .	1021		?	. ow ng .
2043	2 xia	官 (xia)	Zhou	u ɑ n ˥˩	1022		?	u ɑ n ˥˩
2044	2 xia	官 (xia)	Baxter	w a n .	1022		?	w a n .
2045	2 xia	定 (xia)	Zhou	i e ŋ ˩˥	1023		?	i e ŋ ˩˥
2046	2 xia	定 (xia)	Baxter	. e ng H	1023		?	. e ng H
2047	2 xia	宜 (xia)	Zhou	ĭ e . ˥˩	1024		?	ĭ e . ˥˩
2048	2 xia	宜 (xia)	Baxter	j e . .	1024		?	j e . .
2049	2 xia	宣 (xia)	Zhou	ĭw ɛ n ˩	1025		?	ĭw ɛ n ˩
2050	2 xia	宣 (xia)	Baxter	jw e n .	1025		?	jw e n .
2051	2 xia	宰 (xia)	Zhou	. ɒi . ˥	1026		?	. ɒi . ˥
2052	2 xia	宰 (xia)	Baxter	. oj . X	1026		?	. oj . X
2053	2 xia	容 (xia)	Zhou	ĭw o ŋ ˥˩	1027		?	ĭw o ŋ ˥˩
2054	2 xia	容 (xia)	Baxter	j ow ng .	1027		?	j ow ng .
2055	2 xia	寄 (xia)	Zhou	ĭ e . ˩˥	1028		?	ĭ e . ˩˥
2056	2 xia	寄 (xia)	Baxter	j e . H	1028		?	j e . H
2057	2 xia	密 (xia)	Zhou	ĭ ĕ t .	1029		?	ĭ ĕ t .
2058	2 xia	密 (xia)	Baxter	. i t .	1029		?	. i t .
2059	2 xia	寒 (xia)	Zhou	. ɑ n ˥˩	1030		?	. ɑ n ˥˩
2060	2 xia	寒 (xia)	Baxter	. a n .	1030		?	. a n .
2061	2 xia	寡 (xia)	Zhou	w a . ˥	1031		?	w a . ˥
2062	2 xia	寡 (xia)	Baxter	w æ . X	1031		?	w æ . X
2063	2 xia	封 (xia)	Zhou	ĭw o ŋ ˩	1032		?	ĭw o ŋ ˩
2064	2 xia	封 (xia)	Baxter	. ow ng .	1032		?	. ow ng .
2065	2 xia	尋 (xia)	Zhou	ĭ ĕ m ˩	1033		?	ĭ ĕ m ˩
2066	2 xia	尋 (xia)	Baxter	. i m .	1033		?	. i m .
2067	2 xia	對 (xia)	Zhou	u ɒi . ˩˥	1034		?	u ɒi . ˩˥
2068	2 xia	對 (xia)	Baxter	w oj . H	1034		?	w oj . H
2069	2 xia	導 (xia)	Zhou	. ɑu . ˩˥	1035		?	. ɑu . ˩˥
2070	2 xia	導 (xia)	Baxter	. aw . H	1035		?	. aw . H
2071	2 xia	小 (xia)	Zhou	ĭ ɛu . ˥	1036		?	ĭ ɛu . ˥
2072	2 xia	小 (xia)	Baxter	j ew . X	1036		?	j ew . X
2073	2 xia	少 (xia)	Zhou	ĭ ɛu . ˥	1037		?	ĭ ɛu . ˥
2074	2 xia	少 (xia)	Baxter	. ew . X	1037		?	. ew . X
2075	2 xia	尤 (xia)	Zhou	ĭ əu . ˥˩	1038		?	ĭ əu . ˥˩
2076	2 xia	尤 (xia)	Baxter	j uw . .	1038		?	j uw . .
2077	2 xia	尹 (xia)	Zhou	ĭu ĕ n ˥	1039		?	ĭu ĕ n ˥
2078	2 xia	尹 (xia)	Baxter	w i n X	1039		?	w i n X
2079	2 xia	尾 (xia)	Zhou	ĭw əi . ˥	1040		?	ĭw əi . ˥
2080	2 xia	尾 (xia)	Baxter	j ɨj . X	1040		?	j ɨj . X
2081	2 xia	居 (xia)	Zhou	ĭ o . ˥˩	1041		?	ĭ o . ˥˩
2082	2 xia	居 (xia)	Baxter	j o . .	1041		?	j o . .
2083	2 xia	屑 (xia)	Zhou	i e t .	1042		?	i e t .
2084	2 xia	屑 (xia)	Baxter	. e t .	1042		?	. e t .
2085	2 xia	展 (xia)	Zhou	ĭ ɛ n ˥	1043		?	ĭ ɛ n ˥
2086	2 xia	展 (xia)	Baxter	j e n X	1043		?	j e n X
2087	2 xia	履 (xia)	Zhou	. i . ˥	1044		?	. i . ˥
2088	2 xia	履 (xia)	Baxter	. ij . X	1044		?	. ij . X
2089	2 xia	岡 (xia)	Zhou	. ɑ ŋ ˥˩	1045		?	. ɑ ŋ ˥˩
2090	2 xia	岡 (xia)	Baxter	. a ng .	1045		?	. a ng .
2091	2 xia	岳 (xia)	Zhou	. ɔ k .	1046		?	. ɔ k .
2092	2 xia	岳 (xia)	Baxter	. æw k .	1046		?	. æw k .
2093	2 xia	崩 (xia)	Zhou	. ə ŋ ˩	1047		?	. ə ŋ ˩
2094	2 xia	崩 (xia)	Baxter	. o ng .	1047		?	. o ng .
2095	2 xia	巧 (xia)	Zhou	. au . ˥	1048		?	. au . ˥
2096	2 xia	巧 (xia)	Baxter	. æw . X	1048		?	. æw . X
2097	2 xia	巨 (xia)	Zhou	ĭ o . ˥	1049		?	ĭ o . ˥
2098	2 xia	巨 (xia)	Baxter	j o . X	1049		?	j o . X
2099	2 xia	己 (xia)	Zhou	ĭ ə . ˥	1050		?	ĭ ə . ˥
2100	2 xia	己 (xia)	Baxter	. i . X	1050		?	. i . X
2101	2 xia	巷 (xia)	Zhou	. ɔ ŋ ˩˥	1051		?	. ɔ ŋ ˩˥
2102	2 xia	巷 (xia)	Baxter	. æw ng H	1051		?	. æw ng H
2103	2 xia	巾 (xia)	Zhou	ĭ ĕ n ˩	1052		?	ĭ ĕ n ˩
2104	2 xia	巾 (xia)	Baxter	. i n .	1052		?	. i n .
2105	2 xia	市 (xia)	Zhou	ĭ ə . ˥	1053		?	ĭ ə . ˥
2106	2 xia	市 (xia)	Baxter	. i . X	1053		?	. i . X
2107	2 xia	希 (xia)	Zhou	ĭ əi . ˥˩	1054		?	ĭ əi . ˥˩
2108	2 xia	希 (xia)	Baxter	j ɨj . .	1054		?	j ɨj . .
2109	2 xia	幰 (xia)	Zhou	ĭ ɐ n ˥	1055		?	ĭ ɐ n ˥
2110	2 xia	幰 (xia)	Baxter	j o n X	1055		?	j o n X
2111	2 xia	干 (xia)	Zhou	. ɑ n ˩	1056		?	. ɑ n ˩
2112	2 xia	干 (xia)	Baxter	. a n .	1056		?	. a n .
2113	2 xia	年 (xia)	Zhou	i e n ˩	1057		?	i e n ˩
2114	2 xia	年 (xia)	Baxter	. e n X	1057		?	. e n X
2115	2 xia	并 (xia)	Zhou	ĭ ɛ ŋ ˩	1058		?	ĭ ɛ ŋ ˩
2116	2 xia	并 (xia)	Baxter	j ie ng .	1058		?	j ie ng .
2117	2 xia	幸 (xia)	Zhou	. æ ŋ ˥	1059		?	. æ ŋ ˥
2118	2 xia	幸 (xia)	Baxter	. ɛ ng X	1059		?	. ɛ ng X
2119	2 xia	幻 (xia)	Zhou	w æ n ˩˥	1060		?	w æ n ˩˥
2120	2 xia	幻 (xia)	Baxter	w ɛ n H	1060		?	w ɛ n H
2121	2 xia	幼 (xia)	Zhou	i əu . ˩˥	1061		?	i əu . ˩˥
2122	2 xia	幼 (xia)	Baxter	j iw . H	1061		?	j iw . H
2123	2 xia	店 (xia)	Zhou	i e m ˩˥	1062		?	i e m ˩˥
2124	2 xia	店 (xia)	Baxter	. e m H	1062		?	. e m H
2125	2 xia	庚 (xia)	Zhou	. ɐ ŋ ˩	1063		?	. ɐ ŋ ˩
2126	2 xia	庚 (xia)	Baxter	. æ ng .	1063		?	. æ ng .
2127	2 xia	庾 (xia)	Zhou	ĭ u . ˥	1064		?	ĭ u . ˥
2128	2 xia	庾 (xia)	Baxter	j u . X	1064		?	j u . X
2129	2 xia	廉 (xia)	Zhou	ĭ ɛ m ˥˩	1065		?	ĭ ɛ m ˥˩
2130	2 xia	廉 (xia)	Baxter	. e m .	1065		?	. e m .
2131	2 xia	廢 (xia)	Zhou	ĭw ɐi . ˩˥	1066		?	ĭw ɐi . ˩˥
2132	2 xia	廢 (xia)	Baxter	j oj . H	1066		?	j oj . H
2133	2 xia	延 (xia)	Zhou	ĭ ɛ n ˩	1067		?	ĭ ɛ n ˩
2134	2 xia	延 (xia)	Baxter	. e n .	1067		?	. e n .
2135	2 xia	弄 (xia)	Zhou	. u ŋ ˩˥	1068		?	. u ŋ ˩˥
2136	2 xia	弄 (xia)	Baxter	. uw ng H	1068		?	. uw ng H
2137	2 xia	弓 (xia)	Zhou	ĭ u ŋ ˥˩	1069		?	ĭ u ŋ ˥˩
2138	2 xia	弓 (xia)	Baxter	j uw ng .	1069		?	j uw ng .
2139	2 xia	弔 (xia)	Zhou	i eu . ˩˥	1070		?	i eu . ˩˥
2140	2 xia	弔 (xia)	Baxter	. ew . H	1070		?	. ew . H
2141	2 xia	弗 (xia)	Zhou	ĭu ə t .	1071		?	ĭu ə t .
2142	2 xia	弗 (xia)	Baxter	j u t .	1071		?	j u t .
2143	2 xia	弘 (xia)	Zhou	u ə ŋ ˥˩	1072		?	u ə ŋ ˥˩
2144	2 xia	弘 (xia)	Baxter	w o ng .	1072		?	w o ng .
2145	2 xia	張 (xia)	Zhou	ĭ a ŋ ˩	1073		?	ĭ a ŋ ˩
2146	2 xia	張 (xia)	Baxter	j a ng .	1073		?	j a ng .
2147	2 xia	彫 (xia)	Zhou	i eu . ˥˩	1074		?	i eu . ˥˩
2148	2 xia	彫 (xia)	Baxter	. ew . .	1074		?	. ew . .
2149	2 xia	影 (xia)	Zhou	ĭ ɐ ŋ ˥	1075		?	ĭ ɐ ŋ ˥
2150	2 xia	影 (xia)	Baxter	j æ ng X	1075		?	j æ ng X
